bathrooms,bedrooms,building_id,latitude,longitude,manager_id,price,interest_level
1.0,2,c08f2c180d9f119ad3a0985bba03536e,40.7276,-73.8536,605757e0108c66606280905d76d50e80,2150,high
1.0,1,4eed0a3a459af35fc9975828aa202fd0,40.7356,-74.0057,d6968742012887d526c9e26ed6e35fb6,4295,medium
1.0,2,11e1dec9d14b1a9e528386a2504b3afc,40.7053,-74.0162,e6472c7237327dd3903b3d6f6a94515a,3775,low
1.0,0,fbd07eb84f8e0fd076052c0501c9b340,40.6951,-73.9971,85eb675b4027c82bcc27b473c5eac646,2300,low
1.0,1,677479fad606d6d3c305f2c29865c20f,40.5871,-73.9562,e5808a5e6cc13988fe596704428d38d5,1775,low
1.0,1,8aadae83d2476b00467f18360b1fb8ab,40.7542,-73.9954,44736fb7de33f8ea3c34c0500e6932c3,2050,medium
1.0,1,14dc0fbfba429131eec42c3bb545fb45,40.7775,-73.9483,e0f4c69279ce5ae6421b39d46303554b,2550,medium
1.0,2,a068b783287190d47d1564ab4d898675,40.7765,-73.9571,94db062fa1178ab999bdd777dafec65f,2850,low
1.0,1,91f3b911fe7b76d6089b6ef04b9bf23e,40.6941,-73.8621,e8088b12da6c32b97ac8a19a047d76b0,1650,low
1.0,4,bb8658a3e432fb62a440615333376345,40.708,-74.0149,e6472c7237327dd3903b3d6f6a94515a,4500,high
2.0,3,009f494b0636f32b96b41926ec7c4bf2,40.7826,-73.9509,62b685cc0d876c3a1a51d63a0d6a8082,13250,low
1.0,0,0,40.6883,-73.9726,c7143d6657e50dae0920d27af2c4682d,1795,low
1.0,0,979f2e422a4ce8be449ce365d6dfe044,40.7792,-73.9532,fd960446d2a41002d3b36f25740157ca,2500,medium
1.0,3,f14a61a49b66107bc2f0d605786ada9e,40.7301,-73.9825,1067e078446a7897d2da493d2f741316,4295,high
1.0,2,f7edf52e1539e2b0957f0efeba3f4b97,40.7176,-73.9836,76a7b8c8e01b7192330128f82a3445fb,3695,low
1.0,3,ae2a7ca4e12efe7f93c7762ceeea4d03,40.6736,-73.9659,c170dc195490b8952858a85fa00e9515,3500,medium
1.0,1,de12cad426680d57133fb1738c07f382,40.716,-74.0036,a17b24ca280c4e95612e3de2816d69d7,3650,low
1.0,1,a01c99eb2cfdde327e1691e17d6696ba,40.7412,-73.9772,781c05e464ce94eaa436401d07f2a6cc,3150,low
1.0,1,b6cc3a25443b82249d82c91dc4578fe1,40.7457,-73.9563,6247abf93558b05b238aa3de81d99fae,3286,low
2.0,2,3c3abec6e9d914161132f78772ba9cae,40.7236,-74.0106,92aa3b535f48ec05903a3b7fcdafd411,5200,medium
1.0,1,5946e4ecda0d333735c2b04b5f4ec2e0,40.7739,-73.9529,4f9b376a972b863bbfbdcdc8d717fa4e,2650,low
2.0,4,14ff2241d3fdf802e74f3272eaa7f6ef,40.7394,-73.9811,67dd1ac0e7d040a5e35886697d6a9ffa,6500,low
1.0,1,33476d2276f6e1ca7b6d6423c6616463,40.7802,-73.9487,614d589dc9b706652ebc2f86d31e19ba,1995,low
1.0,2,f1833846e5f958df2a97e2b0258820e0,40.8012,-73.9647,8f5a9c893f6d602f4953fcc0b8e6e9b4,4000,low
1.0,2,4a07cea8fea28ca08e5deb2f309e7539,40.7313,-74.002,8bc1f9d891f33bc4a05cac58b38ff354,3125,high
1.0,1,95c64fcec0907d0487bf90775685e004,40.7856,-73.9498,e6670de2ca993d7e69f4f3855d7e96da,3700,low
1.0,0,80a120d6bc3aba97f40fee8c2204524b,40.7073,-74.0046,7422eabb4c6c3448c000f7be84e5c1b8,2900,low
1.0,2,0de97434d3c89fde23d42429f5867ae0,40.7062,-74.0158,56d5b16222f138a23725efa0baee9889,2650,high
1.0,3,dfde6274109343de224bbac1a2c0e101,40.7288,-73.9857,41a6f5de0a1ad6b60c40231699badb5d,5400,low
1.0,1,8fdd765caad2697a73973e1dd256d817,40.7436,-73.9919,470b02723bea49bf987e11c92d553079,4500,low
2.0,4,0,40.7429,-74.0028,0a6a21926fc12087cf67f42c6877f317,7800,low
1.0,1,21132562a5cee9d65d821ab34891fabf,40.7749,-73.9782,c58f63e34d0a12c27a59d758601af458,2900,low
2.0,4,0aa1e10d1f77ce334a02ecd84558f439,40.7902,-73.9678,8f48483ba97f360adf0b6c599143032a,6000,low
1.0,2,0,40.7675,-73.9607,9fb89dd6389267ed37abbd8d78efcd6f,4750,low
2.0,3,7ba1ef65a78adac4a7ec129816c73ebf,40.7192,-73.9957,d9039c43983f6e564b1482b273bd7b01,6295,low
1.0,2,6aede166b47837e4729ae36a83e210b3,40.7228,-73.9945,ad81dea6a56fe5b04e3980821950756c,4895,low
1.0,1,5e795c20328af525472e760db966e77d,40.6824,-73.9586,2c3b41f588fbb5234d8a1e885a436cfa,2675,low
2.0,2,5b2652311f5604103612368a57494ab3,40.7443,-73.9912,c9c33695ee2a2f818e9f1d8f7d1c4b39,7000,low
1.5,2,e773699779388d6b6e4975616f07aea9,40.6809,-73.9204,81d08815507f8d30d6b23e951d4fbb7b,1850,low
2.0,4,38113ad58a685a6dabc8f89223396606,40.7369,-73.979,8365f1154ced533439de202ebada41e2,4900,high
1.0,2,574e714dbe0c7fca765584bb973f4895,40.7469,-73.9849,a156e201f65d6c1d0c821055289b951b,3850,low
1.0,3,bb8658a3e432fb62a440615333376345,40.708,-74.0149,e6472c7237327dd3903b3d6f6a94515a,3370,medium
1.0,1,91083c2a0af4d512669afe16db3181dd,40.7897,-73.9734,6e5c10246156ae5bdcd9b487ca99d96a,4027,low
1.0,1,0,40.7252,-73.8123,9ff727dfaba99409de73aed971142f1b,2245,low
1.0,1,128d4af0683efc5e1eded8dc8044d5e3,40.7067,-74.0072,d1710a0b5ec069f528477674ec1e6817,2595,high
2.0,3,98394e240ad1056a003f3e06a79065c2,40.7718,-73.9488,599a1ef33632adba92f168b4b3c12cb8,4500,medium
2.0,3,c5c30405249d4eeba72cbca5f48d9070,40.7229,-74.004,428b15018aa4b3f1300f5294b9e64c23,5183,medium
1.0,0,b094f1963e177ab3dfb61ac21d44a6f6,40.7873,-73.9807,453d46f8113e1f2c730c2ee5a4469c71,1750,medium
1.0,0,0,40.6862,-73.9996,947aa25eb460bd87a8bc8b14891039c7,2250,low
1.0,1,a00aa65e9f16b5682ac910f4d54a8a10,40.7486,-73.8852,a10db4590843d78c784171a107bdacb4,1820,medium
1.0,2,76816b827ae536216b726e034aa8915b,40.7518,-73.9398,7a3f2207e0fc50c570da9d90f2b436df,2500,low
1.0,1,5f53144a700a0978bb365159d82d13e6,40.7664,-73.9863,7e22b26535b913275de0f9ff4f1d6965,3495,low
2.0,3,ec447453d3b8033e14a7b54ba1e13e02,40.7705,-73.989,b5eda0eb31b042ce2124fd9e9fcfce2f,5050,low
1.0,3,78abeefa6ee3c79a0fd03d5bdaf29b1a,40.8825,-73.8971,12c0a30e296faa0dfd422fe918d7d4f4,1795,high
1.0,1,58addc519ec1925d839cf6dc25ec3069,40.7817,-73.9824,d4e72926d837c6ca5849c62cead367b4,2475,low
1.0,2,dbfcb61057d1ae6516d5c9066bb854f3,40.8199,-73.9531,bfbe7635b18f639c254948d1b02c4822,2300,low
1.0,3,d3961f3952a22756e80c168d2db57378,40.7792,-73.9492,24e97efd60ebc044c1817e6c12598527,3600,low
2.0,2,6e01d34a60782126c24526cf72878117,40.7481,-73.9564,e6472c7237327dd3903b3d6f6a94515a,4200,low
1.0,0,42957e54d28d7a4ae8c9917d488d7b25,40.7203,-73.9549,0b8a0fb573c92be71bc4e077aec9a570,2500,medium
1.0,0,0,40.7743,-73.9874,b673eb39eebaf1d782f3a5fa89510d38,1625,low
1.0,1,bb8658a3e432fb62a440615333376345,40.708,-74.0149,e6472c7237327dd3903b3d6f6a94515a,2483,medium
1.0,2,db233ab3db0097040d810bbebd564d04,40.7769,-73.9531,85bfafd79f2d29fc29d09c92b2ce99db,2850,medium
1.0,0,429848332a2e3baeaa7df88dc595fd55,40.7533,-73.9878,5546ad6e8ea7f292696bec3c1c0ccb2d,3000,low
1.5,2,9b6cf886379a2511f8c633c84028efe7,40.7239,-73.9901,7e5362a139b57d457628cdb60cfa42e2,4400,low
2.0,4,dd7b281c0dbafc8b53575ab78cca75d4,40.7413,-73.9779,e6472c7237327dd3903b3d6f6a94515a,6200,low
2.0,3,0b5fa0fd30de56a770421a929a686016,40.7996,-73.9594,478424b18b80b0282fb0a6a57da45de2,7295,low
1.0,1,aa1739dd95a05fe1892f4c18d796a4c4,40.7654,-73.9816,1ce456323441ffd6a3b29a98cd5fc7fe,3650,medium
1.0,2,c0ae658e2ffa1d5bfbc2c2625b6d766d,40.7366,-73.9933,30a7951cfc21240e8c46b2d079d292e5,4000,medium
1.0,2,e1af8e4c3e7dcab9f424a34b0a4c4491,40.7311,-74.0045,f07272f8ceb99db4c1a7cbbd9ae7b75b,3570,medium
1.0,0,0,40.73,-73.9864,3ad0a881e96d11d8c2a081a23b3a4e2d,2750,low
1.0,3,41735c3c4bfcacea2c35458dffb7ed65,40.7337,-73.9775,8f5a9c893f6d602f4953fcc0b8e6e9b4,5004,low
3.0,3,0,40.7695,-73.9603,77575eb00fc09f61d55ea99b6c9cb845,7950,low
2.0,2,4114f223450ca6a738c38c4778049b05,40.759,-73.9943,ad3d8ddc52c7e0859b5c6c7f7949c3bd,6000,low
1.0,0,0,40.7786,-73.976,546f784b992d2ba84024f41d342cafd7,2690,low
1.0,2,0,40.8622,-73.9262,2dee0868ac01057760055b856e66e942,2000,low
1.0,3,72fdc913b2a554e8f10690493d6d9e6b,40.7306,-73.9835,10b1ae0a38d50b7ba0cee612d14af9eb,4200,low
1.0,1,3d4f44d569c25ee5807c961c714d0d27,40.691,-73.9899,d5d246c9d9d4e7079e5a0fc962d2f1a7,4145,low
1.0,2,18f6eb16d2f3e9885cb4a5d0a40791c6,40.7586,-73.9838,1f5630fb3e0dc7d307fa82a6b63a03a1,3495,low
1.0,3,be6b7c3fdf3f63a2756306f4af7788a6,40.7231,-74.0044,b1b1852c416d78d7765d746cb1b8921f,3941,high
1.0,2,0,40.7425,-73.9789,5bcd1371394f97d7aa0aad0901bae8a0,3495,medium
1.0,0,7a302cb6ee407feaeebc082a5eb99ac3,40.7682,-73.987,c7becdd5c4a5f8a28bdc91cfefe794c7,2400,medium
1.0,0,ce6d18bf3238e668b2bf23f4110b7b67,40.7081,-74.0065,501b52559fd21b32808030a0f4fb1a26,2538,low
1.0,0,3a956bd42c50f06ac84cf072fc514f5f,40.761,-74.0002,6c20590cdc614438085a61243b661e96,2590,low
1.0,2,665f4f6eb9a097fb213f99950b835b9a,40.7893,-73.9705,92ef9986d12ec39a35fcb572772e948a,3000,medium
1.0,1,6ccdda12499ea64ff00b0d4fe7079059,40.7224,-73.9856,5182b48e350bd1e83fc9d465f4d5c965,2200,low
1.0,0,1baadc9bc38b3ccaaf9704e7442f2672,40.7466,-73.9779,dd36b42e307fbd7c8f2d9607a52cb791,2500,low
1.0,2,5565db9b7cba3603834c4aa6f2950960,40.8198,-73.9578,e6472c7237327dd3903b3d6f6a94515a,2500,medium
1.0,1,0,40.7244,-73.9942,1067e078446a7897d2da493d2f741316,4295,low
2.0,2,a24a1ce26e1b87141704e6769853b25a,40.7754,-73.9509,94db062fa1178ab999bdd777dafec65f,5300,low
1.0,0,d80f5d88af225b963e852116905fc698,40.7681,-73.9544,77a2ec69c31af35bad629aeef64322d9,1875,low
4.0,3,058fa42b13d4a5e9da7d5e736a64cb59,40.7746,-73.9914,af9bfbff38d178883dfcddbee76a5fc1,13750,low
1.0,3,1a6cf9b71da65cdc0cfd5015a75317ac,40.7447,-73.9741,4f9b376a972b863bbfbdcdc8d717fa4e,4695,low
1.0,2,0,40.723,-73.9885,ee89e559c627af61e8730ea4ad7011d6,4495,low
1.0,3,f7a0b319ffd834ff049aded32665b2c1,40.765,-73.99,11c00e995d6b314daa729b6ab9b9112c,3750,low
1.0,1,04942e0bd4dbcc3cbd8b8bae3460bbac,40.7248,-73.9922,2983e45f7e0ad87d677dacd13e362785,4900,low
1.5,1,2385471af68f20a2f405256991d08436,40.7185,-73.8367,ba8fefff7ddb5e075d59a0be6983c9d8,2700,low
2.0,3,f68bf347f99df026f4faad43cc604048,40.7436,-73.9725,e6472c7237327dd3903b3d6f6a94515a,4750,low
1.0,1,d0594c9af34d3b4bff8d5ca213d5b114,40.7124,-73.9629,c48be4d7b7f3329719439b7b23b52ba9,2300,low
1.0,1,46b5fd6e1ed6d002f5e6557f7e25bce1,40.7301,-73.9942,3e1edc05ca35eaecc90766629d22d078,2360,medium
2.0,2,1e68ab3dd372d796501b117ddf197985,40.7238,-73.9898,e384b5da0ca76f41ca6d1412b984b6a0,4195,low
1.0,4,5b0beb8967d5e01e2303bea12b10a3de,40.7649,-73.9909,54bf50a3e709c0bd499f9fdca5826147,5890,low
1.0,2,80911ce8a425daf4989ea8a4bccc41a7,40.7514,-73.9866,121e8a88c30b4a92f4f9213ed8abc6fb,3295,medium
1.0,0,d48767c37a934daaf0bbb0e58c755d0c,40.7769,-73.9467,cb87dadbca78fad02b388dc9e8f25a5b,1900,low
1.0,1,ad5539dde82080174c4dfd7d0ae577bf,40.7694,-73.9509,36665067f02a1eefb569f8ef049f32fc,3495,low
1.0,1,0,40.7304,-74.0051,95dde20058eaecb4e53e93f08d9894f8,3695,low
1.0,1,68f079f908858c068670cbc826559f14,40.7091,-74.0182,5314d4635a5d2d0ce5af039d5982b200,3500,low
1.0,1,3cd0a4201a90325df0b5214db5a09051,40.7654,-73.9773,32bf3cd19652f17e3764c055b7a9178e,2958,low
2.0,4,6793f5ac1b909db6527abf7a55846135,40.7813,-73.9494,62d134df24469cbf5509ec6b71096cf2,5000,low
1.0,3,e7521f9fda1ef8353aa74d1e5bdbb89f,40.6779,-73.9509,5ba989232d0489da1b5f2c45f6688adc,2800,medium
1.0,1,d189095e1d87639d92537bf92267fe63,40.7294,-73.8596,9d3a8dd3eeaf09f0214de38b02c9eb60,2425,low
2.0,3,315a2f868a195b076e5be73411110da2,40.7279,-73.9794,a2745e4ddab320a1fde31d4bbbdbba47,5495,low
1.0,3,a36895b9975c6991ca0fa1d9a99023a1,40.7695,-73.9603,9f4c66b84752a3b3f3f7dbefdc71486b,4400,low
1.0,1,0,40.7262,-74.0037,e60c21f15a9c00f6ab95752a37b8a451,3695,low
1.0,2,ff99dfa1943c3c0ce7510e72bb86d32f,40.7177,-73.9984,6eeddf8fe9342325ab9996ad93284894,4000,low
1.0,3,128d4af0683efc5e1eded8dc8044d5e3,40.7067,-74.0072,b45989f09806eb94d52e56a8b2dfa85d,4354,low
1.0,0,14c313e94ba54c61f3223f349f7f859a,40.7698,-73.9622,85860e99ade732afc385111568f8e602,2057,low
1.0,3,d89f514c3ed0abaae52cba7017ac0701,40.7594,-73.9712,1fb46c4a72bcf764ac35fc23f394760d,4000,high
1.0,2,ad988bfd932ec528b2aca7e34c1ca567,40.7574,-73.9681,2d384fbd4c8b82700852c62187ca50df,3150,low
3.0,4,f7c95dbf792af8ea9a1016c8b48f2cbf,40.689,-73.9117,a10db4590843d78c784171a107bdacb4,4200,low
1.0,0,62772db889c5fd564f47eb5d46e64e4e,40.7771,-73.9505,4bfd68307485af62d745e0a7950f0b6b,2400,low
1.0,2,22602ccbbac5106a70df9773a4c21023,40.7387,-73.9246,30dfa61ee8083af026f95b2c2611c3f7,2125,medium
1.0,0,1d94cd189473a70ea43bfc143820a647,40.5758,-73.9547,d1737922fe92ccb0dc37ba85589e6415,1550,low
1.0,2,0,40.7269,-73.9786,734d5e65ace0b8f86e87576fe6b59a89,2280,low
1.0,1,8b4babec70084a44f7b14506bd569a77,40.7838,-73.9535,039f71509440109bf7beefdbb2f02c61,3900,low
2.0,2,9b6a46f153a8e0cbb98eda7ea59616c0,40.7663,-73.9522,5814d3532d88d575b189bde891a91086,6500,low
1.0,3,cfafe9c4e4ad3d76ca957978a036b167,40.7823,-73.951,1fb46c4a72bcf764ac35fc23f394760d,3695,medium
1.0,1,0,40.7215,-73.9564,37118edb128e2378bd241faae73ce795,3295,low
1.0,2,0b874e8962538517da326eec0623dd8e,40.731,-73.9831,5f60c639225516384a2b6496caa20a2a,3348,medium
1.0,3,38113ad58a685a6dabc8f89223396606,40.7369,-73.979,8365f1154ced533439de202ebada41e2,3400,high
1.0,1,d6c345de3f342d611ea0dd21eabe68e2,40.7621,-73.9956,8600370dac7555a25d417e7f2dab6d1b,3889,low
1.0,2,7508e9a898e4558a1b3e6b069911adc9,40.7693,-73.9523,cfa86c14c312b92a7d035bd3437c2043,2500,high
1.0,0,c4c15a587b8eb7bdedd049f950d2f71e,40.7284,-73.984,38d72c692c25ba828c02963a9b17fc72,2400,low
1.0,1,1d26432ca122474bf58270c7beab302c,40.7628,-73.9849,6e249f377fd507282ab0caa8976fff46,2895,low
1.5,1,a433bb20f3f94e3f3e6700286e351638,40.7656,-73.9886,b8ddc9905d78da6443a00434279640ea,3800,low
1.5,1,fa21c83e114de7fd5cedff34e93f4f1a,40.7456,-74.0053,1eda3a54481c40800e76bab850869df7,5175,low
1.0,2,5260dc21067712043890f1951b8b2f46,40.8232,-73.9474,2a4e0d2668fde3afa267d312b3a2a9d8,1900,high
3.0,3,63ee736f378c83cad8de2002a0079790,40.7265,-74.0097,e6472c7237327dd3903b3d6f6a94515a,5565,medium
1.0,3,362354ceb01b056176ea4a70b497a66e,40.774,-73.9194,f816a3c2e04ab14e5b30bd5175d0e825,2700,medium
1.0,1,18b2a8a9109265cb7b369a925e384f87,40.7441,-73.9964,e5b565a992e4b350e76f8fcf99d526a3,3300,low
1.0,3,c94301249b8c09429d329864d58e5b82,40.7074,-74.0069,69f035007d270281a624ab2cc1d2aba0,3500,high
1.0,2,bfb9405149bfff42a92980b594c28234,40.7439,-73.9743,e6405d8d7cd84701353826094b9f12e4,3250,medium
1.0,2,146f5997b7e25b2a3bc85e232829a68f,40.7202,-73.997,e9920062e07ee893c10e38d0259665b0,3395,medium
0.0,0,c94301249b8c09429d329864d58e5b82,40.7074,-74.007,9df32cb8dda19d3222d66e69e258616b,3030,low
1.0,2,a068b783287190d47d1564ab4d898675,40.7765,-73.9571,7c5e4fc025b70c6540d6b0e06716b9dd,2950,low
1.0,1,0,40.79,-73.9418,94867aaef68effb343d8334fcd7f98ce,1650,low
1.0,2,f11bff016a02f774e99f82cd1d94def7,40.7785,-73.9521,34545e3e23ce49e85d161ff75309d0f6,3294,medium
1.0,0,7f9871514b1e9d3eed8444b89ebf6672,40.7502,-73.9406,e6472c7237327dd3903b3d6f6a94515a,1984,medium
1.0,1,379a891accd668964c9d2080cce45179,40.7372,-73.9981,638ed61433b8d4a30d9498bd516d65cb,3300,medium
1.0,0,de95cef75a4be3605b4cfd7379272a7d,40.7724,-73.9545,ae52f8112ed50af4f5bedaf8c38615b3,1800,low
1.0,1,5f53144a700a0978bb365159d82d13e6,40.7664,-73.9863,58dc2727cd3c4e966e38d97c25a42837,3195,low
1.0,2,913c40a55e88f31370efae9e28d8c095,40.7788,-73.9521,ce9605e5f21262b82deb0c5ef10dcf45,3300,low
1.0,1,750cbcf6ddd1c830180bc21e244957b0,40.7472,-73.956,e6472c7237327dd3903b3d6f6a94515a,3540,low
1.0,1,a743faa6c411d3c98c0a6f96dcdb0b7e,40.7522,-74.0042,b7de4cb395920136663132057fa89d84,4865,low
1.0,1,444f98227ed3955ae817cabcae837296,40.772,-73.9827,0a6a21926fc12087cf67f42c6877f317,6500,low
1.0,1,80911ce8a425daf4989ea8a4bccc41a7,40.7514,-73.9862,212d49682ce1ea3837814f10d346fd71,3450,low
1.0,0,29f300b784b9c61a39f00d35154b6655,40.7658,-73.9826,62b685cc0d876c3a1a51d63a0d6a8082,2850,low
1.0,3,bb8658a3e432fb62a440615333376345,40.708,-74.0149,e6472c7237327dd3903b3d6f6a94515a,3500,low
1.0,3,0,40.7999,-73.9637,7f1e2dfb9567afdf395dd2e3701012dc,4000,low
1.0,1,7bb43faedaa98b0a6d1e8b1195515551,40.7516,-73.969,c8b10a317b766204f08e613cef4ce7a0,3138,low
1.0,1,935231bdf00f33691b09b5cf7a7c0810,40.8524,-73.9289,c7251b58ed2b8c622387fa2f8abbc6d4,1400,high
1.0,3,56ccbba416736951d8f4e7a08c214fcf,40.7784,-73.9523,d399821d8583b8421a55370c6eb15f6f,3500,medium
1.0,0,6c7496a3bb3c52054d03f950bfd44e22,40.7852,-73.949,6fba9b3a8327c607b8b043716efee684,2749,low
1.0,1,b7b3d37b0b467deb6b86723a0b5f133e,40.7476,-74.0008,e6472c7237327dd3903b3d6f6a94515a,2949,low
1.0,3,3271aa5e9392db03b0e60de0a9a9077b,40.6884,-73.9427,33ce526c9c43065a53d1c0ccc9f5516a,2500,low
1.0,1,607b649dc7d022357d0145482288a0b1,40.7634,-73.9638,636e7de4b5bcbfaa484a88a470c7ca4c,3875,low
1.0,2,51ba2c2273e09893ad273c6ec11d0e8a,40.7174,-73.9617,8118b4913673a5f272e02251b977ea30,4350,medium
1.0,0,9d6ef93ad53c2e2e4db816576b9c4422,40.7473,-73.9775,f01d80f465348a6054bd7a9004af53b4,2100,medium
1.0,0,0,40.7332,-73.996,001ce808ce1720e24a9510e014c69707,3000,low
1.0,0,0,40.7162,-74.0095,9e1fcda69b697b0dbac0fdc8eec33af2,2875,low
1.0,1,9283f93c20fbbad3476097038dbc6bde,40.7486,-73.9757,d2bce61e0e0079ebdc8c281e415e045b,4000,low
1.0,0,0,40.8404,-73.9376,2dee0868ac01057760055b856e66e942,1500,low
1.0,0,d334b8b215153d522728127b5977a613,40.7944,-73.9712,cb8c110c47bf709e413ed0a0ac40dc09,1975,low
1.0,0,9511903feae56d0e8537696f1ed1a8ad,40.7081,-74.0013,1fb46c4a72bcf764ac35fc23f394760d,2400,medium
1.0,2,644df980fb48947fe4eed6416cbefbee,40.7223,-73.9966,4d6b67bbd043c8d4086255d871e32421,4100,medium
1.0,1,0,40.7334,-74.0047,a9f51bfdb82c5c65004d2ec419f435ac,5100,low
1.0,1,5b098db95b1c5225ea80283e3efd3f2e,40.7134,-73.9411,8d019274c99d5a169fc5bce05a6934fd,2400,low
1.0,0,c259d36c369bba9a975e697d7c8884fa,40.748,-73.886,20ae02f6a3592ac6bcc4e1475aee9cd9,1550,medium
1.0,2,0,40.7845,-73.9487,91a276fdb4c7ae5ff56fd0884b5121db,4135,low
1.0,1,0,40.7311,-73.9817,332f095045d8ec4f442ad943e1a01d2f,3930,low
2.0,4,57ef86c28a8ae482dc3a3c3af28e8e48,40.7593,-73.9962,e6472c7237327dd3903b3d6f6a94515a,6000,low
1.0,0,766241ad10fb6a35b12b03758d86cd5c,40.73,-73.9864,e6472c7237327dd3903b3d6f6a94515a,2900,low
2.0,3,ec27237e415b4c181b117168fe0cf610,40.7469,-73.9735,523e34563b51f2fdefbe8a1403a3c307,4640,medium
1.0,1,80a120d6bc3aba97f40fee8c2204524b,40.7073,-74.0046,e6472c7237327dd3903b3d6f6a94515a,2492,high
1.0,0,a412c6b8dd07b2fdb32af6a82a3601de,40.7476,-73.976,25c47e79395288509330606bca79f6fc,1995,medium
1.0,1,0,40.7593,-73.9625,a0fd416d5627f8956f0e4d5b2fac96c1,1803,low
1.0,0,40c7c2385b7d8d6c4e3a416274f4b6ff,40.7401,-73.9887,ca8616b5b99dca1d7a713412ae9e3c32,3250,low
1.0,3,7d322d1ffb60203a9d2dd7e36ab5d115,40.7347,-74.0009,babf967aeb47132007ac2dd76c204d49,4495,medium
2.0,3,54089caa29a0e025c4eb6648507c7e8f,40.7611,-73.9941,5642b01c61afd6b54601365aedc96b68,5400,low
1.0,2,18c5b031bad8cef779efa7e2398a42a3,40.7782,-73.9482,72297e8b20f506f00cc2cf30c76650da,4700,low
1.0,1,7e8b2c799159df71a9485a46b16ccb02,40.704,-73.9274,094d538e3ac5d86588ee661db12a3825,2395,low
1.0,0,46b7445a63c21569aa668295c00f440b,40.7467,-73.9854,d2bce61e0e0079ebdc8c281e415e045b,2900,medium
1.0,1,8897237b23ad2b4065e4b943cd6a392f,40.7628,-73.9871,c70dac1e7841801c3f8257de18f21561,3400,low
1.0,1,7b1bcff0420c79e9a8e14e020936f307,40.7237,-74.0049,1d3f3acbd945bd0a122e0625f3959f89,2050,high
1.0,1,7259f2d484b9103a1bf9f78c015e969d,40.7617,-73.9617,3cd8a5804f22d78406024cdda9b86765,2095,medium
1.0,1,dfa8bca42a07386e9fbce5e21d64917e,40.8306,-73.9489,7c5e4fc025b70c6540d6b0e06716b9dd,1800,medium
1.0,1,fc0fd20af820abb53857cc1ec4b6a2c7,40.743,-73.9805,6e5c10246156ae5bdcd9b487ca99d96a,3670,low
1.0,1,680f81553b42871b095574d00a16a708,40.7163,-74.0042,6e5c10246156ae5bdcd9b487ca99d96a,3350,low
1.0,2,e385638a610036c65c3127cc7ad41c39,40.712,-73.9951,3bf7bc10ba7d7520f86cbf914d24c323,2295,high
1.0,1,96fe6aa074fa9d09d03f53166b74cb3c,40.7776,-73.9816,bf24c990a7510880d5f57111e5dede1e,3100,low
1.0,2,810edd418ab864c305e26583c94593d5,40.731,-73.9814,381040570cc863b743a9fce1a6ae9724,5249,low
1.0,1,9788377edcb30fcf2434ab8f978d00e6,40.7651,-73.9866,e6472c7237327dd3903b3d6f6a94515a,2585,low
